num_functions,num_external_calls,num_state_variables,has_delegatecall,has_tx_origin,has_selfdestruct,num_modifiers_used,uses_safemath,has_access_control,inheritance_depth,num_payable_functions,has_fallback,has_receive,lines_of_code,num_external_dependencies,cyclomatic_complexity_estimate,num_reentrancy_warnings,num_high_findings,num_medium_findings,num_low_findings,num_unchecked_calls,call_before_state_change_count,label
2.3094725346125546,5.99672959492921,6.901422920027862,5.585088630137176,9.361783246180291,7.111587931253059,0.9631287683113343,1.0179954530362822,0.16541895947220886,5.205872410981854,8.422538937859205,8.855445642782446,6.030647847588645,2.0659591932352486,6.179166987013401,9.389511592053056,0,0,0.6082011845007651,7.996335501767956,2.1386060185689617,5.755530618125241,0
6.485397199906139,3.1829379427328783,3.821822845080983,8.762796444799264,8.377944530110913,0.23017342182487632,7.119755766925335,7.397948531056821,6.311077393206745,9.063693293410587,2.4585491596057176,0.22795339337772447,0.7175220394351256,0.7912898032301341,2.9085795036307003,6.32820818965656,0,0,8.302990276531036,2.246558273119156,8.762519720439077,3.253045355788177,0
4.193778794512438,5.623963589887638,0.3705963158678649,0.2890205500741039,6.305333106409896,3.231613275703306,6.173609258388685,1.1335700502590385,0.42035720621322215,4.849844825108781,6.354700309639291,0.6634568163798504,0.9046980120342807,8.970682612582767,2.6619804675027625,9.498135969242902,0,0,2.553915165780396,7.396116328227951,9.617580747152134,3.386789174481887,0
1.5275794676893772,3.1631252073882754,8.727798918504174,5.097888539527332,0.261009351346253,0.5527851613748103,5.579359057284723,1.3943093276899243,0.27511989779803514,7.617092247458803,6.928108584172994,8.910014018240867,5.293759126167144,8.23561297663544,5.878659115374267,5.278267941638504,0,0,7.615897192736432,8.408373622059251,4.39496944060312,7.627515298682763,0
1.0873378502651398,8.82208164258845,5.609550764092476,4.7576204699155085,8.77051577415524,1.062252887866536,4.24365424851489,3.2510452252178768,8.654208385318045,2.6834849975294475,3.966916524622345,3.5668423587481546,9.641973798481027,5.805939097954152,4.514678860698393,1.2708517470692926,0,0,4.90152135079161,9.822291646179067,4.970089853522999,0.7696583839588145,0
0.8273463639737932,0.4031120785648401,4.679388752378887,8.206615084379091,4.288170964777675,5.869501487858862,6.53548036062936,7.180859712607549,7.116039576598917,1.9121443122000636,5.960256573928733,6.707208753890754,6.849012844577569,7.234702321434314,0.6725981098627087,8.045503062084329,0,0,2.1770204514307236,7.834611727766683,6.100371479673228,5.2750494858256305,0
7.272147655834724,6.888166067760531,0.17654935442685926,5.216781317911112,8.996330160075654,0.6122217795989549,5.746388361015784,0.5963422511219152,0.7344034566212554,3.0010485609038984,9.215731519060702,4.863959227777709,2.8295490658906353,5.377847016759468,2.077535941605987,0.7584436284980445,0,0,5.574897006066956,2.844963668491366,0.6387447813321168,4.276054503284775,0
8.243273480422387,4.339479197790449,8.286321155749413,6.546806327837915,1.7108809889882148,8.611670406522197,6.485347666467608,5.62748830526953,3.781151711484556,0.5011668273420589,5.887960906860517,6.240510985066782,3.1480913548044,7.827183164276828,5.355061597550214,8.116765195417074,0,0,9.062541774070564,7.347118520888474,3.2174743685909437,5.347060757301256,0
8.709981260845073,8.034599926231774,5.63588422515084,6.569844852677508,2.4471511932220293,3.7985739400201126,5.745728196395033,5.200832243833991,8.217883466976245,5.588480671456978,8.491622767878788,2.835252434013097,6.24587984855957,9.404947367559725,7.138690258316075,8.036604403687788,0,0,0.41031804520832327,9.31359017331981,8.788873622755924,5.87030988771677,0
5.617713427005418,4.602945222448424,7.246566577756553,4.329248742934373,7.450189541942349,7.075373559389551,1.7612106424289287,4.019243140772941,5.044331590911066,7.827147935287425,0.8492729152410139,1.4307986207294132,6.9709865789795185,3.101015381870469,2.1188480640899945,5.73048241253697,0,0,8.267539418663876,8.993172295444694,8.003883733999512,7.839242508079166,0
